src,trg
write a python function that accepts a dictionary that has unique values and returns its inversion,"'\ndef invert_dict(input_dict) : \n\tmy_inverted_dict = {value :  key for key, value in input_dict.items()}\n\treturn my_inverted_dict'"
write a function that inverts a dictionary with non-unique values. Keys that map to the same values should be appended to a list in the inverted dictionary,"'\ndef invert_dict_non_unique(my_dict) : \n\tmy_inverted_dict = dict()\n\tfor key, value in my_dict.items() : \n\t\t my_inverted_dict.setdefault(value, list()).append(key)\n\treturn my_inverted_dict'"
write a program to merge a list of dictionaries into a single dictionary using dictionary comprehension,"'\ninput = [{""foo"" :  ""bar"", ""Hello"" :  ""World""},\n\t\t\t{""key1"" :  ""val1"", ""key2"" :  ""val2""},\n\t\t\t{""sample_key"" :  ""sample_val""}]\nmerged_dict = {key :  value for d in input for key, value in d.items()}'"
write a function to return the mean difference in the length of keys and values of dictionary comprising of strings only.,"'\ndef mean_key_val_diff(input_dict) : \n\tsum_diff = 0\n\tfor key, val in input_dict.items() : \n\tsum_diff += abs(len(val) - len(key))\n\treturn sum_diff/len(input_dict)'"
write a program that categorizes tuple values based on second element and prints a dictionary value list where each key is a category.,"'\ntest_list = [(1, 3), (1, 4), (2, 3), (3, 2), (5, 3), (6, 4)] \nres = {} \nfor i, j in test_list :  \n\t\tres.setdefault(j, []).append(i) \nprint(""The dictionary converted from tuple list  :  "" + str(res))'"
write a python function to combine three lists of equal lengths into a nested dictionary and return it,"'\ndef lists_to_dict(test_list1, test_list2, test_list3) : \n\tres = [{a :  {b :  c}} for (a, b, c) in zip(test_list1, test_list2, test_list3)] \n\treturn res'"
write a program to print keys in a dictionary whose values are greater than a given input.,"'\ntest_dict = {\'tsai\'  :  4, \'random_key\'  :  2, \'foo\'  :  3, \'bar\'  :  \'END\'} \nK = 3\nres = {key  :  val for key, val in test_dict.items() \n\t\t\t\t\tif type(val) != int or val > K} \nprint(""Values greater than K  :  "", res.keys())'"
write a function that converts a integer dictionary into a list of tuples.,"'\ndef dict_to_tuple(input_dict) : \n\tout_tuple = [(a, b) for a,b in input_dict.items()]\n\treturn out_tuple'"
write a Python program to combine two dictionary by adding values for common keys,"""\ndict1 = {'a' :  12, 'for' :  25, 'c' :  9} \ndict2 = {'Geeks' :  100, 'geek' :  200, 'for' :  300} \nfor key in dict2 :  \n\tif key in dict1 :  \n\t\tdict2[key] = dict2[key] + dict1[key] \n\telse :  \n\t\tpass"""
write a Python program that sorts dictionary keys to a list using their values and prints this list.,"'\ntest_dict = {\'Geeks\'  :  2, \'for\'  :  1, \'CS\'  :  3} \nres = list(sum(sorted(test_dict.items(), key = lambda x : x[1]), ())) \nprint(""List after conversion from dictionary  :  "", res)'"
write a python program to print the top N largest keys in an integer dictionary.,"'\ntest_dict = {6  :  2, 8 :  9, 3 :  9, 10 :  8}  \nN = 4\nres = []   \nfor key, val in sorted(test_dict.items(), key = lambda x :  x[0], reverse = True)[ : N] :  \n\tres.append(key) \nprint(""Top N keys are :  "" + str(res))'"
write a program to print the values of a given extraction key from a list of dictionaries.,"'\ntest_list = [{""Gfg""  :  3, ""b""  :  7},  \n\t\t\t\t{""is""  :  5, \'a\'  :  10},  \n\t\t\t\t{""Best""  :  9, \'c\'  :  11}]  \nK = \'Best\'\nres = [sub[K] for sub in test_list if K in sub][0]   \nprint(""The extracted value  :  "" + str(res))'"
write a program to convert date to timestamp and print the result,"'\nimport time \nimport datetime \nstr1 = ""20/01/2020""\nelement = datetime.datetime.strptime(str1,""%d/%m/%Y"") \ntimestamp = datetime.datetime.timestamp(element) \nprint(timestamp)'"
write a program to print the product of integers in a mixed list of string and numbers,"'\ntest_list = [5, 8, ""gfg"", 8, (5, 7), \'is\', 2] \nres = 1\nfor ele in test_list :  \n\ttry :  \n\t\tres *= int(ele) \n\texcept  :  \n\t\tpass\nprint(""Product of integers in list  :  "" + str(res))'"
write a python program to add an element to a list. Print the final list.,"'\nlst = [""Jon"", ""Kelly"", ""Jessa""]\nlst.append(""Scott"")\nprint(lst)'"
write a python function to append all elements of one list to another,"'\ndef extend_list(list1, list2) : \n\tlist1 = [1, 2]\n\tlist2 = [3, 4]\n\treturn list1.extend(list2)'"
write a python function to add elements of two lists,"'\ndef add_two_lists(list1, list2) : \n\tlist1 = [1, 2, 3]\n\tlist2 = [4, 5, 6]\n\tsum_list = []\n\tfor (item1, item2) in zip(list1, list2) : \n\t\t sum_list.append(item1+item2)\n\treturn sum_list'"
Write a  python program to print the last element of a list,"""\nlist1 = ['p','r','o','b','e']\nprint(list1[-1])"""
Write a python program to print positive Numbers in a List,"'\nlist1 = [11, -21, 0, 45, 66, -93] \nfor num in list1 :  \n\tif num >= 0 :  \n\t\tprint(num, end = "" "") '"
Write a python function to multiply all values in a list,'\ndef multiplyList(myList)  : \n\tresult = 1\n\tfor x in myList : \n\t\t\tresult = result * x \n\treturn result '
Write a python program to print the smallest number in a list,"'\nlist1 = [10, 20, 1, 45, 99] \nprint(""Smallest element is : "", min(list1)) '"
Write a python program to remove even numbers from a list. Print the final list.,"'\nlist1 = [11, 5, 17, 18, 23, 50]  \nfor ele in list1 :  \n\tif ele % 2 == 0 :  \n\t\tlist1.remove(ele) \nprint(""New list after removing all even numbers :  "", list1) '"
Write a python program to print a list after removing elements from index 1 to 4,"'\nlist1 = [11, 5, 17, 18, 23, 50]  \ndel list1[1 : 5] \nprint(*list1)'"
Write a python program to remove 11 and 18 from a list. Print the final list.,"'\nlist1 = [11, 5, 17, 18, 23, 50]  \nunwanted_num = {11, 18} \nlist1 = [ele for ele in list1 if ele not in unwanted_num] \nprint(""New list after removing unwanted numbers :  "", list1)'"
Write a python program to Remove multiple empty spaces from  List of strings. Print the original and final lists.,"'\ntest_list = [\'gfg\', \'   \', \' \', \'is\', \'            \', \'best\'] \nprint(""The original list is  :  "" + str(test_list)) \nres = [ele for ele in test_list if ele.strip()] \nprint(""List after filtering non-empty strings  :  "" + str(res)) '"
Write a python function to get the Cumulative sum of a list,"'\ndef Cumulative(lists) :  \n\tcu_list = [] \n\tlength = len(lists) \n\tcu_list = [sum(lists[0 : x : 1]) for x in range(0, length+1)] \n\treturn cu_list[1 : ]'"
"Write a python program to print if a string ""hello"" is present in the list","""\nl = [1, 2.0, 'hello','have', 'a', 'good', 'day'] \ns = 'hello'  \nif s in l :  \n\tprint(f'{s} is present in the list') \nelse :  \n\tprint(f'{s} is not present in the list') """
Write a python program to print the distance between first and last occurrence of even element.,"'\ntest_list = [1, 3, 7, 4, 7, 2, 9, 1, 10, 11] \nindices_list = [idx for idx in range( \n\tlen(test_list)) if test_list[idx] % 2 == 0] \nres = indices_list[-1] - indices_list[0] \nprint(""Even elements distance  :  "" + str(res)) '"
Write a python fuction to create an empty list,'\ndef emptylist() : \n\treturn list()  '
Write a python program to print a list with all elements as 5 and of length 10,'\nlist1 = [5] * 10\nprint(list1)'
Write a python program to reverse a list and print it.,"'\ndef Reverse(lst) :  \n\treturn [ele for ele in reversed(lst)] \nlst = [10, 11, 12, 13, 14, 15] \nprint(Reverse(lst)) '"
Write a python program to print odd numbers in a List,"'\nlist1 = [10, 21, 4, 45, 66, 93, 11]  \nodd_nos = list(filter(lambda x :  (x % 2 != 0), list1)) \nprint(""Odd numbers in the list :  "", odd_nos)'"
Write a python program to print negative Numbers in a List,"'\nlist1 = [11, -21, 0, 45, 66, -93] \nfor num in list1 :  \n\tif num < 0 :  \n\t\tprint(num, end = "" "")'"
Write a python program print the the number of occurrences of 8 in a list,"""\ndef countX(lst, x) :  \n\tcount = 0\n\tfor ele in lst :  \n\t\tif (ele == x) :  \n\t\t\tcount = count + 1\n\treturn count \nlst = [8, 6, 8, 10, 8, 20, 10, 8, 8] \nx = 8\nprint('{} has occurred {} times'.format(x, countX(lst, x))) """
Write a python program to swap first and last element of a list . Print the final list,"'\ndef swapList(newList) :  \n\tsize = len(newList) \n\t# Swapping  \n\ttemp = newList[0] \n\tnewList[0] = newList[size - 1] \n\tnewList[size - 1] = temp \n\treturn newList \nnewList = [12, 35, 9, 56, 24] \nprint(swapList(newList)) '"
Write a python program for print all elements with digit 7.,"'\ntest_list = [56, 72, 875, 9, 173]  \nK = 7\nres = [ele for ele in test_list if str(K) in str(ele)] \nprint(""Elements with digit K  :  "" + str(res))'"
Write a python program for printing number of unique elements in a list,"'\ninput_list = [1, 2, 2, 5, 8, 4, 4, 8] \nl1 = [] \ncount = 0\nfor item in input_list :  \n\tif item not in l1 :  \n\t\tcount += 1\n\t\tl1.append(item) \nprint(""No of unique items are : "", count) '"
Write a python program to find the sum and average of the list. Print the sum and average,"'\nL = [4, 5, 1, 2, 9, 7, 10, 8] \ncount = 0\nfor i in L :  \n\tcount += i \navg = count/len(L) \nprint(""sum = "", count) \nprint(""average = "", avg)'"
Write a python program to Remove Tuples of Length 1 from a list of tuples. Print the final list.,"'\ntest_list = [(4, 5), (4, ), (8, 6, 7), (1, ), (3, 4, 6, 7)] \nK = 1\nres = [ele for ele in test_list if len(ele) != K] \nprint(""Filtered list  :  "" + str(res))'"
Write a python program to print a list of tuples from given list having number and its cube in each tuple,"'\nlist1 = [1, 2, 5, 6] \nres = [(val, pow(val, 3)) for val in list1] \nprint(res) '"
Write a python program to print the combination of tuples in list of tuples,"'\ntest_list = [([1, 2, 3], \'gfg\'), ([5, 4, 3], \'cs\')]\nres = [ (tup1, tup2) for i, tup2 in test_list for tup1 in i ] \nprint(""The list tuple combination  :  "" + str(res)) '"
Write a python program to swap tuple elements in list of tuples. Print the output.,"'\ntest_list = [(3, 4), (6, 5), (7, 8)] \nres = [(sub[1], sub[0]) for sub in test_list] \nprint(""The swapped tuple list is  :  "" + str(res)) '"
Write a python program to print all pair combinations of 2 tuples.,"'\ntest_tuple1 = (4, 5) \ntest_tuple2 = (7, 8) \nres =  [(a, b) for a in test_tuple1 for b in test_tuple2] \nres = res +  [(a, b) for a in test_tuple2 for b in test_tuple1] \nprint(""The filtered tuple  :  "" + str(res))'"
Write a python program to print positive Tuples in List.,"'\ntest_list = [(4, 5, 9), (-3, 2, 3), (-3, 5, 6), (4, 6)] \nprint(""The original list is  :  "" + str(test_list)) \nres = [sub for sub in test_list if all(ele >= 0 for ele in sub)] \nprint(""Positive elements Tuples  :  "" + str(res))'"
write a python function that takes two path strings and return the combined path string,"'\nimport os\ndef path_join(PARENT_DIR, DIR) : \n\tjoined_path = os.path.join(PARENT_DIR, DIR)\n\treturn joined_path\npath_join(""C : /"", ""DATA"")\n# In[78] : '"
write a python function to read a text file and return the result,"""\ndef read_file(filepath='test.txt') : \n\twith open(filepath, 'r') as file_reader : \n\t\tf_read = file_reader.read()\n\treturn f_read\nread_file()\n# In[83] : """
"write a python function to read a text file, if no filepath is given raise Exception","'\ndef read_file(filepath=None) : \n\tif filepath : \n\t\twith open(filepath, \'r\') as file_reader : \n\t\t\tf_read = file_reader.read()\n\t\treturn f_read\n\telse : \n\t\traise Exception(""filepath not found"")\nread_file()\n# In[87] : '"
write a python program to handle exception when a given value is less than 10,"""\ndef check(x) : \n\tif x < 10 : \n\t\traise ValueError('x should not be less than 10!')\n\telse : \n\t\treturn x\ncheck(9)\n# In[104] : """
write a python function to check if the given structure is a instance of list or dictionary,"'\ndef check_insst(obj) : \n\tif isinstance(obj, list) : \n\t\treturn ""list""\n\telif isinstance(obj, dict) : \n\t\treturn ""dict""\n\telse : \n\t\treturn ""unknown""\ncheck_insst({})\n# In[102] : '"
write a python function to check if the given structure is a instance of tuple or string,"'\ndef check_inst_tup_str(obj) : \n\tif isinstance(obj, set) : \n\t\treturn ""set""\n\telif isinstance(obj, tuple) : \n\t\treturn ""tuple""\n\telse : \n\t\treturn ""unknown""\ncheck_inst_tup_str({1})\n# In[110] : '"
"write a python function that call another function and that function prints ""Inside B""","'\ndef A() : \n\tB()\ndef B() : \n\tprint(""Inside B"")\nA()\n# In[119] : '"
write a python program to return the biggest character in a string (printable ascii characters),"'\nfrom functools import reduce\ninput_str = \'tsai\'\nres = reduce(lambda x, y :  x if ord(x) > ord(y) else y, input_str)\nprint(f""{res}"")\n# In[120] : '"
write a python program to adds every 3rd number in a list,"'\nfrom functools import reduce\ninput_list = [x for x in range(10)]\nres = reduce(lambda x, y :  x+y, [i for idx, i in enumerate(input_list) if (idx+1)%3==0])\nprint(f""{res}"")\n# In[111] : '"
"write a python program which iterates two lists of numbers simultaneously and adds corresponding values, print the result","'\nf_list = [1,2,3,4]\ns_list = [2,3,4,5]\nres = [f_n +s_n for f_n, s_n in zip(f_list, s_list)]\nprint(f""{res}"")\n# In[19] : '"
write a python function that takes a list of numbers and calculate square of each number and return it in a list,"'\ndef square_num(mynumbers) : \n\treturn list(map(lambda num :  num**2,mynumbers))\nsquare_num([1,2,3])\n# In[21] : '"
write a python function that takes two lists and combines them without any duplicates and return the list,"'\ndef combine_lists(L1, L2) : \n\treturn L1 + [items for items in L2 if items not in L1]\nL1 = [1,2,3]\nL2 = [2,4,3]\ncombine_lists(L1,L2)\n# In[29] : '"
write a python program to print all the keys in the dictionary and store it in a list,"'\nsample_dict = {\'1\' : 1, \'2\' : 2, \'3\' : 3}\nkey_list = list(sample_dict.keys())\nprint(f""{key_list}"")\n# In[45] : '"
write a python program to remove duplicates from a list and print the result in list,"'\ninput_list = [1,2,3,4,4,33,2,5]\ndedup = list(set(input_list))\nprint(f""{dedup}"")\n# In[46] : '"
"write a python function that takes a list of elements and n as input, extract and append first n characters and last n characters of each string and return the resultant list","'\ndef nchar (list1,no) : \n\treturn [items[ : no]+items[-no : ] for items in list1]\nlist1 = [""ROHAN"", ""END""]\nnchar(list1, 3)\n# In[56] : '"
"write a python function that takes two parameters, first parameter is a list of dictionary and second is a list of tuples. Append the list of tuples to the list of dictionary","'\ndef addentry (listname, addlist) : \n\tfor names,ages in addlist : \n\t\t\tlistname.append(addlist)\n\treturn listname\naddentry([{\'1\' : ""A""}], [(""2"", ""B"")])\n# In[57] : '"
"write a python function that takes a dictionary and a string, appends the string to the list of values","'\ndef addnames_in_dict (dictname, name) : \n\tfor i in dictname : \n\t\tdictname[i].append(name)\n\treturn dictname\naddnames_in_dict({""1"" : [""A""]}, ""Arun"")\n# In[59] : '"
write a python program to iterate through the list and create a dictionary with integers as keys,"'\nlist_= [1,2,3,4]\ndict_comp = {idx : value for idx,value in enumerate(list_)}\nprint(f""{dict_comp}"")\n# In[60] : '"
write a python function to add all even numbers between minimum and maximum value,"'\ndef add_even_num(min, max) : \n\treturn sum([i for i in range(min, max) if i%2==0])\nadd_even_num(1, 6)\n# In[123] : '"
write a python program to iterate through a string using for loop,"'\nh_letters = []\nfor letter in \'human\' : \n\th_letters.append(letter)\nprint(f""{h_letters}"")\n# In[127] : '"
write a python program to iterate through a string using lambda and print the result,"""\nletters = list(map(lambda x :  x, 'human'))\nprint(letters)\n# In[129] : """
write a python function to calculate the price after tax for a list of transactions,"'\ntxns = [1.09, 23.56, 57.84, 4.56, 6.78]\nTAX_RATE = .08\ndef get_price_with_tax(txn) : \n\treturn txn * (1 + TAX_RATE)\nfinal_prices = list(map(get_price_with_tax, txns))\nprint(f""{final_prices}"")\n# In[138] : '"
write a python program to print python version using sys,"'\nimport sys\nprint(f""{sys.version}"")\n# In[144] : '"
write a python program to merge two sorted lists,"'\na = [3, 4, 6, 10, 11, 18]\nb = [1, 5, 7, 12, 13, 19, 21]\na.extend(b)\nc = sorted(a)\nprint(f""{c}"")\n# In[146] : '"
write a python program to index every 4th character from the below string,"""\ncode = 'varCjjlopaxntrrgnbXrOPraiiItUuUuzaQlliyaxx*t#rgiffFoce&ntPls87C!'\ncode[3 :  : 4]\n# In[149] : """
write a python program to split a string based on space,"'\nstrin = ""Hello how are you ?""\nres = strin.split()\nprint(f""{res}"")\n# In[151] : '"
write a python program to convert a dictionary to list of tuples,"""\ndict_new = {'1' : 'A', '2' : 'B'}\ntup = dict_new.items()\nprint(list(tup))\n# In[153] : """
write a python program to remove an element from a list,"'\nli = [1, 2, 3, 4]\nli.remove(1)\nli\n# In[140] : '"
write a python program to print system time,"'\nimport time\nprint(f""{time.time()}"")\n# In[143] : '"
write a python function to inherit a parent class person in a child class Student,"'\nclass Person : \n\tdef __init__(self, fname, lname) : \n\t\tself.firstname = fname\n\t\tself.lastname = lname\n\tdef printname(self) : \n\t\tprint(self.firstname, self.lastname)\nclass Student(Person) : \n\tpass\n# In[130] : '"
write a python program to replace all the negative values to zero and keep only positive values in the list,"'\noriginal_prices = [1.25, -9.45, 10.22, 3.78, -5.92, 1.16]\nprices = [i if i > 0 else 0 for i in original_prices]\nprint(f""{prices}"")\n# In[133] : '"
write a python function to generate random number between a  given range,"'\nimport random\ndef get_weather_data(min, max) : \n\treturn random.randrange(min, max)\nrand_num = get_weather_data(11, 20)\nprint(f""{rand_num}"")\n# In[135] : '"
write a python function which uses generator to sum all the numbers in a range,"'\nmin_value = 10\nmax_value = 10000\nsum_all = sum(i * i for i in range(min_value, max_value))\nprint(f""{sum_all}"")\n# In[126] : '"
write a python function which is decorated on another function,"""\ndef myDecorator(func) : \n\tdef new_func(n) : \n\t\treturn '$' + func(n)\t\t\n\treturn new_func\n@myDecorator\ndef myFunction(a) : \n\treturn(a)"""
write a python function to convert given variable to said datatype,"""\ndef type_conversion(typ,a) : \n\tif(typ)=='int' : \n\treturn(int(a))\n\telif(typ)=='float' : \n\treturn(float(a))\n\telse : \n\treturn(str(a))\ntype_conversion('str',1)"""
3. Write a program to reverse dictionary key order,"'\nsample_dict = {1 : \'Hi\',2 : \'Hello\',3 : \'Hey\'}\nprint(""The original dictionary  :  "" + str(sample_dict)) \nres = dict(reversed(list(sample_dict.items()))) \nprint(""The reversed order dictionary  :  "" + str(res))'"
Write a program to reverse the key and item mapping,"'\nsample_dict = {1 : \'Seeta\',2 : \'Geeta\',3 : \'Babita\'}\nprint(""The original dictionary  :  "" + str(sample_dict)) \nsample_dict = {v : k for k, v in sample_dict.items()}\nprint(""Inverse mapped dictionary  :  "", str(sample_dict))'"
Write a python function to add 2 iterables a and b such that a is even and b is odd,"'\nn=10\na = []\nb = []\n_ = [a.append(i) if i%2==0 else b.append(i) for i in range(n)]\ndef add(a,b) : \n\treturn [a+b for a,b in (zip(a,b))]\nadd(a,b)'"
6. Write a program to strips every vowel from a string provided,"'\nvowels = (\'a\', \'e\', \'i\', \'o\', \'u\')\ninput_string = ""hello""\nprint(\'Vowel in a string\',\' \'.join([x for x in input_string.lower() if x not in vowels]))'"
Write a python function to  add only even numbers in a list,"""\nfrom functools import reduce\ninput_list = [x for x in range(100)]\ndef sum_even(it) : \n\treturn reduce(lambda x, y :  x + y if (y % 2)==0 else x, it, 0)\nres=sum_even(input_list)\nprint('Sum of even numbers in the list is ', res)"""
write a program to  adds every 5th number in a list,"""\ninput_list = [x for x in range(20)]\nres=reduce((lambda x, y :  x + y), [val for idx, val in enumerate(input_list) if (idx+1)%5==0]) \nprint('Sum of every 5th element in the list is', res)"""
Write a python function to identify type of given data structure,"'\ndef ds_type(ds) : \n\treturn(type(ds))\nl=[1,2,3,4]\nds_type(l)'"
Write a python function get unique value from tuple,"'\ndef unique_values(v) : \n\treturn(list(set(v)))\nt=[(1,2),(3,4),(4,3),(1,2)]\nunique_values(t)'"
write a program to convert temperature from Celsius to Fahrenheit,"'\nCel = 90\nFar = 9.0/5.0 * Cel + 32\nprint(""Temperature : "", Cel, ""Celsius = "", Far, "" F"")'"
Write a program to convert kilometers per hour to mile per hour,"'\nkmh = 16\nmph =  0.6214 * kmh\nprint(""Speed : "", kmh, ""KM/H = "", mph, ""MPH"")'"
Write a program to check your external ip address,"'\nimport re\nimport requests\nurl = ""http : //checkip.dyndns.org""\nrequest = requests.get(url)\nclean = request.text.split(\' :  \', 1)[1]\nyour_ip = clean.split(\'</body></html>\', 1)[0]\nprint(""your IP Address is :  "",  your_ip)'"
Write a program to reverse a number,"'\nn=int(input(""Enter number :  ""))\nrev=0\nwhile(n>0) : \n\tdig=n%10\n\trev=rev*10+dig\n\tn=n//10\nprint(""Reverse of the number : "",rev)'"
Write a program to take an average of given scores,"""\ns1=50\ns2=77\ns3=87\nprint('Avg score is',(s1+s2+s3)/3)"""
Write a python program to print odd numbers in given range,"'\nlower=int(input(""Enter the lower limit for the range : ""))\nupper=int(input(""Enter the upper limit for the range : ""))\nfor i in range(lower,upper+1) : \n\tif(i%2!=0) : \n\t\tprint(i)'"
Write a python program print all the integers that aren’t divisible by either 2 or 3 and lies between 1 and 25.,"'\nfor i in range(0,25) : \n\tif(i%2!=0 and i%3!=0) : \n\t\tprint(i)'"
Write a program to concatinate two strings,"""\nstr1 = 'Good'\nstr2 ='Morning!'\nprint('str1 + str2 = ', str1 + str2)\nprint('str1 * 3 =', str1 * 3)"""
"Write python function to convert a given string to either lower, upper and capitalize","""\ndef string_opertaion(st,conversion) : \n\tif(conversion=='lower') : \n\treturn(st.lower())\n\telif(conversion=='upper') : \n\treturn(st.upper())\n\telse : \n\treturn(st.capitalize())\nstring_opertaion('AwesOME',None)"""
Write a program to get 3rd and last character of a given string,"'\nstring=""Good Night""\nprint(""\\nSlicing characters between "" +\n\t""3rd and last character :  "") \nprint(string[3 : -1])'"
Write a program to delete a 3rd character from a given string,"'\nString=\'welcome\'\nnew_str = """" \nfor i in range(len(String)) :  \n\tif i != 2 :  \n\t\tnew_str = new_str + String[i] \nprint(new_str)'"
Write a program to replace a string by a given string  in a sentence,"""\nstring = 'This is beautiful picture'\nstring.replace('beautiful','good')"""
Write a program to reverse a string,"""\nstring = 'Today is bad day'\nstring[ :  : -1]"""
Write a python function to append or extend two lists,"""\ndef list_op(l1,l2,op) : \n\tif(op=='append') : \n\treturn(l1.append(l2))\n\telse : \n\treturn(l1.extend(l2))\na = ['Hey', 'you', 'there!']\nb = [1,2,3]\nop='e'\nlist_op(a,b,op)\nprint(a)"""
write python function get the unique number of elements from the user given list,"""\nmylist = ['nowplaying', 'PBS', 'PBS', 'nowplaying', 'job', 'debate', 'thenandnow']\ndef get_unique_elements(list) : \n\tunique = [x for i, x in enumerate(mylist) if i == mylist.index(x)]\n\treturn unique\nget_unique_elements(mylist)\n# In[86] : """
write a python function get the maximum number in passed list,"""\ndef max_check(x) : \n\tmax_val = x[0] \n\tfor check in x :  \n\t\tif check > max_val :  \n\t\t\tmax_val = check \n\treturn max_val\nprint(f'{max_check([2,4,5,7,98])}')\n# In[88] : """
write a python function to get the minimum number in passed list,"""\ndef min_check(x) : \n\tmin_val = x[0] \n\tfor check in x :  \n\t\tif check < min_val :  \n\t\t\tmin_val = check \n\treturn min_val\nprint(f'{min_check([2,4,5,7,98])}')\n# In[1] : """
write a program to reverse the list elemnets,"""\nlist_ = [40,0,1,29,3]\nrev_list = list_[ :  : -1]\nprint(f'reversed list :  {rev_list}')\n# In[7] : """
write a program to insert elemnet in the list after every nth element,"""\nletters = ['a','b','c','d','e','f','g','h','i','j']\ni = 3\nwhile i < len(letters) : \n\tletters.insert(i, 'x')\n\ti += 4\nletters\n# In[22] : """
write a program to find sum of elements in list,"""\ntotal = 0\nprint(f'sum :  {sum([total + x for x in [1, 2, 3, 4, 5]])}')\n# In[23] : """
write a  program to get th ematched elemnets from two list,"'\na = [1, 2, 3, 4, 5]\nb = [9, 8, 7, 6, 5]\n[i for i, j in zip(a, b) if i == j]\n# In[24] : '"
write a  program to get the matched elements from two list,"'\na = [1, 2, 3, 4, 5]\nb = [9, 8, 7, 6, 5]\n[i for i, j in zip(a, b) if i != j]\n# In[31] : '"
write a python program to create dictionary from the lists,"""\nL1 = ['a','b','c','d']\nL2 = [1,2,3,4]\nd = dict(zip(L1,L2))\nprint(f'dictionary : {d}')\n# In[45] : """
write a program to convert given dictonary to list of list key value pairs,"""\nd = {'Food' : 'Fish&Chips','2012' : 'Olympics','Capital' : 'London'}\nlist_key_value = [ [k,v] for k, v in d.items() ]\nprint(f'lsit_key_value : {list_key_value}')\n# In[53] : """
"write program to Compare two dictionaries and check how many (key, value) pairs are equal","'\nx = {""a"" : 2,""b"" : 2,""c"" : 3,""d"" : 4}\ny = {""b"" : 2,""c"" : 3, ""d"" : 4}\nshared_items = {k :  x[k] for k in x if k in y and x[k] == y[k]}\nlength = len(shared_items)\nprint(f\'count : {length}\')\n# In[63] : '"
write a program to find the last position of a given substring in a given string,"'\nstr1 = ""Emma is a data scientist who knows Python. Emma works at google.""\nprint(f""Original String is :  {str1}"")\nindex = str1.rfind(""Emma"")\nprint(f""Last occurrence of Emma starts at {index}"")\n# In[82] : '"
write a program to remove the empty list from the given list,"'\nstr_list = [""Emma"", ""Jon"", """", ""Kelly"", None, ""Eric"", """"]\nprint(str_list)'"
use built-in function filter to filter empty value,"'\nnew_str_list = list(filter(None, str_list))\nprint(""After removing empty strings"")\nprint(new_str_list)\n# In[85] : '"
write a program to convert all the sentances present in the list to upper,"""\nmylis = ['this is test', 'another test']\nprint(f'{[item.upper() for item in mylis]}')\n# In[96] : """
write a progarm to adds every 3rd number in a list,"'\nfrom functools import reduce\ninput_list = [x for x in range(10)]\nreduce((lambda x, y :  x + y), [val for idx, val in enumerate(input_list) if (idx+1)%3==0])\n# In[97] : '"
write a program to calculate exponents of an input,"""\ninput = 9\nexponent = 2\nfinal = pow(input, exponent)\nprint(f'Exponent Value is : {final}')"""
write a program to find and print the remainder of two number,"""\nnum1 = 12\nnum2 = 10\nratio = num1 % num2\nprint(f'remainder : {ratio}')"""
reverse a number in Python,"'\nnumber = 1367891\nrevs_number = 0  \nwhile (number > 0) : \n\tremainder = number % 10\n\trevs_number = (revs_number * 10) + remainder\n\tnumber = number // 10\nprint(""The reverse number is  :  {}"".format(revs_number))'"
Sort JSON keys in Python and write it into a file,"'\nimport json\nsampleJson = {""id""  :  1, ""name""  :  ""value2"", ""age""  :  29}\nwith open(""sampleJson.json"", ""w"") as write_file : \n\tjson.dump(sampleJson, write_file, indent=4, sort_keys=True)\nprint(""Done writing JSON data into a file"")'"
Given a Python list. Turn every item of a list into its square,"'\naList = [1, 2, 3, 4, 5, 6, 7]\naList =  [x * x for x in aList]\nprint(aList)\n# Remove empty strings from the list of strings\nlist1 = [""Mike"", """", ""Emma"", ""Kelly"", """", ""Brad""]\nresList = [i for i in (filter(None, list1))]\nprint(resList)'"
"Write a program which will achieve given a Python list, remove all occurrence of an input from the list","'\nlist1 = [5, 20, 15, 20, 25, 50, 20]\ndef removeValue(sampleList, val) : \n\treturn [value for value in sampleList if value != val]\nresList = removeValue(list1, 20)\nprint(resList)'"
Convert decimal number to octal,"""\nprint('%o,' % (8))"""
Write a recursive function to calculate the sum of numbers from 0 to 10,'\ndef calculateSum(num) : \n\tif num : \n\t\treturn num + calculateSum(num-1)\n\telse : \n\t\treturn 0\nres = calculateSum(10)\nprint(res)'
Generate a Python list of all the even numbers between two given numbers,"'\nnum1 = 4\nnum2 = 30\nmyval = [i for i in range(num1, num2, 2)]\nprint(myval)\n# Return the largest item from the given list\naList = [4, 6, 8, 24, 12, 2]\nprint(max(aList))'"
"Write a program to extract each digit from an integer, in the reverse order","'\nnumber = 7536\nwhile (number > 0) : \n\tdigit = number % 10\n\tnumber = number // 10\n\tprint(digit, end="" "")'"
Generate a random n-dimensional array of float numbers,"'\nimport numpy\nrandom_float_array = numpy.random.rand(2, 2)\nprint(""2 X 2 random float array in [0.0, 1.0] \\n"", random_float_array,""\\n"")'"
write a python function to check if a given string is a palindrome,'\ndef isPalindrome(s) : \n\treturn s == s[ :  : -1]'
write a function to reverse words of string,"""\ndef rev_sentence(sentence) :   \n\twords = sentence.split(' ')  \n\treverse_sentence = ' '.join(reversed(words))  \n\treturn reverse_sentence """
write a program to check if a substring is present in a given string,"'\nstring = ""how are you?""\nsubstring = ""are""\nif (string.find(substring) == -1) :  \n\tprint(""NO"") \nelse :  \n\tprint(""YES"")  '"
