src,trg
Write a python program print all the integers that aren’t divisible by either 2 or 3 and lies between 1 and 25.,"for i in range ( 0 , 25 )  : 
    if ( i % 2 !  = 0 and i % 3 !  = 0 )  : 
        print ( i ) "
Write a program to concatinate two strings,"str1  =  'Good'
str2  = 'Morning ! '
print ( 'str1  +  str2  =  ' ,  str1  +  str2 ) 
print ( 'str1  *  3  = ' ,  str1  *  3 ) "
Write a program to get 3rd and last character of a given string,"string = ""Good Night""
print ( "" \ nSlicing characters between ""  + 
    ""3rd and last character :  "" )  
print ( string [ 3 :  - 1 ]  ) "
Write a program to delete a 3rd character from a given string,"String = 'welcome'
new _ str  =  """" 
for i in range ( len ( String )  )  :  
    if i  !  =  2 :  
        new _ str  =  new _ str  +  String [ i ]  
print ( new _ str ) "
Write a program to replace a string by a given string  in a sentence,"string  =  'This is beautiful picture'
string . replace ( 'beautiful' , 'good' ) "
Write a program to reverse a string,"string  =  'Today is bad day'
string [  :  :  - 1 ] "
write a python function get the maximum number in passed list,"def max _ check ( x )  : 
    max _ val  =  x [ 0 ]  
    for check in x :  
        if check  >  max _ val :  
            max _ val  =  check 
    return max _ val
print ( f' { max _ check (  [ 2 , 4 , 5 , 7 , 98 ]  )  } ' ) "
write a python function to get the minimum number in passed list,"def min _ check ( x )  : 
    min _ val  =  x [ 0 ]  
    for check in x :  
        if check  <  min _ val :  
            min _ val  =  check 
    return min _ val
print ( f' { min _ check (  [ 2 , 4 , 5 , 7 , 98 ]  )  } ' ) "
write a program to reverse the list elemnets,"list _   =   [ 40 , 0 , 1 , 29 , 3 ] 
rev _ list  =  list _  [  :  :  - 1 ] 
print ( f'reversed list :   { rev _ list } ' ) "
write a program to insert elemnet in the list after every nth element,"letters  =   [ 'a' , 'b' , 'c' , 'd' , 'e' , 'f' , 'g' , 'h' , 'i' , 'j' ] 
i  =  3
while i  <  len ( letters )  : 
    letters . insert ( i ,  'x' ) 
    i  +  =  4
letters"
write a program to find sum of elements in list,"total  =  0
print ( f'sum :   { sum (  [ total  +  x for x in  [ 1 ,  2 ,  3 ,  4 ,  5 ]  ]  )  } ' ) "
write a  program to get th ematched elemnets from two list,"a  =   [ 1 ,  2 ,  3 ,  4 ,  5 ] 
b  =   [ 9 ,  8 ,  7 ,  6 ,  5 ] 
 [ i for i ,  j in zip ( a ,  b )  if i  =  =  j ] "
write a  program to get the matched elements from two list,"a  =   [ 1 ,  2 ,  3 ,  4 ,  5 ] 
b  =   [ 9 ,  8 ,  7 ,  6 ,  5 ] 
 [ i for i ,  j in zip ( a ,  b )  if i  !  =  j ] "
write a python program to create dictionary from the lists,"L1  =   [ 'a' , 'b' , 'c' , 'd' ] 
L2  =   [ 1 , 2 , 3 , 4 ] 
d  =  dict ( zip ( L1 , L2 )  ) 
print ( f'dictionary :  { d } ' ) "
write a program to convert given dictonary to list of list key value pairs,"d  =   { 'Food' : 'Fish & Chips' , '2012' : 'Olympics' , 'Capital' : 'London' } 
list _ key _ value  =   [   [ k , v ]  for k ,  v in d . items (  )   ] 
print ( f'lsit _ key _ value :  { list _ key _ value } ' ) "
write a program to find the last position of a given substring in a given string,"str1  =  ""Emma is a data scientist who knows Python .  Emma works at google . ""
print ( f""Original String is :   { str1 } "" ) 
index  =  str1 . rfind ( ""Emma"" ) 
print ( f""Last occurrence of Emma starts at  { index } "" ) "
write a program to remove the empty list from the given list,"str _ list  =   [ ""Emma"" ,  ""Jon"" ,  """" ,  ""Kelly"" ,  None ,  ""Eric"" ,  """" ] 
print ( str _ list ) "
use built-in function filter to filter empty value,"new _ str _ list  =  list ( filter ( None ,  str _ list )  ) 
print ( ""After removing empty strings"" ) 
print ( new _ str _ list ) "
write a program to convert all the sentances present in the list to upper,"mylis  =   [ 'this is test' ,  'another test' ] 
print ( f' {  [ item . upper (  )  for item in mylis ]  } ' ) "
write a progarm to adds every 3rd number in a list,"from functools import reduce
input _ list  =   [ x for x in range ( 10 )  ] 
reduce (  ( lambda x ,  y :  x  +  y )  ,   [ val for idx ,  val in enumerate ( input _ list )  if  ( idx + 1 )  % 3 =  = 0 ]  ) "
write a program to calculate exponents of an input,"input  =  9
exponent  =  2
final  =  pow ( input ,  exponent ) 
print ( f'Exponent Value is :  { final } ' ) "
write a program to find and print the remainder of two number,"num1  =  12
num2  =  10
ratio  =  num1  %  num2
print ( f'remainder :  { ratio } ' ) "
"Write a program which will achieve given a Python list, remove all occurrence of an input from the list","list1  =   [ 5 ,  20 ,  15 ,  20 ,  25 ,  50 ,  20 ] 
def removeValue ( sampleList ,  val )  : 
   return  [ value for value in sampleList if value  !  =  val ] 
resList  =  removeValue ( list1 ,  20 ) 
print ( resList ) "
Convert decimal number to octal,"print ( ' % o , '  %   ( 8 )  ) "
Write a recursive function to calculate the sum of numbers from 0 to 10,"def calculateSum ( num )  : 
    if num : 
        return num  +  calculateSum ( num - 1 ) 
    else : 
        return 0
res  =  calculateSum ( 10 ) 
print ( res ) "
Generate a Python list of all the even numbers between two given numbers,"num1  =  4
num2  =  30
myval  =   [ i for i in range ( num1 ,  num2 ,  2 )  ] 
print ( myval ) 
aList  =   [ 4 ,  6 ,  8 ,  24 ,  12 ,  2 ] 
print ( max ( aList )  ) "
"Write a program to extract each digit from an integer, in the reverse order","number  =  7536
while  ( number  >  0 )  : 
    digit  =  number  %  10
    number  =  number  /  /  10
    print ( digit ,  end = "" "" ) "
Generate a random n-dimensional array of float numbers,"import numpy
random _ float _ array  =  numpy . random . rand ( 2 ,  2 ) 
print ( ""2 X 2 random float array in  [ 0 . 0 ,  1 . 0 ]   \ n"" ,  random _ float _ array , "" \ n"" ) "
write a python function to check if a given string is a palindrome,"def isPalindrome ( s )  : 
    return s  =  =  s [  :  :  - 1 ] "
write a function to reverse words of string,"def rev _ sentence ( sentence )  :   
    words  =  sentence . split ( ' ' )   
    reverse _ sentence  =  ' ' . join ( reversed ( words )  )   
    return reverse _ sentence "
write a program to check if a substring is present in a given string,"string  =  ""how are you ? ""
substring  =  ""are""
if  ( string . find ( substring )   =  =   - 1 )  :  
    print ( ""NO"" )  
else :  
    print ( ""YES"" )   "
write a program to print length of a string,"str1  =  ""great way to learn ! ""
print ( len ( str1 )  ) "
write a program to print even length words in a string,"str1  =  ""I am doing fine""
s  =  str1 . split ( ' ' ) 
for word in s :   
    if len ( word )  % 2 =  = 0 :  
        print ( word )   "
write a program to accept the strings which contains all vowels,"str1  =  "" _  _ main _  _ ""
if len ( set ( str1 )  . intersection ( ""AEIOUaeiou"" )  )  >  = 5 :  
  print ( 'accepted' )  
else :  
  print ( ""not accepted"" )  "
write a program to print count of number of unique matching characters in a pair of strings,"str1 = ""ababccd12 @ ""
str2 = ""bb123cca1 @ ""
matched _ chars  =  set ( str1 )   &  set ( str2 )  
print ( ""No .  of matching characters are  :  ""  +  str ( len ( matched _ chars )  )   ) "
write a program to remove all duplicate characters from a string,"str1  =  ""what a great day ! ""
print ( """" . join ( set ( str1 )  )  ) "
write a program to split and join a string with a hyphen delimiter,"str1  =  ""part of speech""
delimiter  =  "" - ""
list _ str  =  str1 . split ( "" "" ) 
new _ str  =  delimiter . join ( list _ str ) 
print ( ""Delimited String is :  ""  +  new _ str ) "
write a program to check if a string is binary or not,"str1 = ""01110011 a""
set1  =  set ( str1 ) 
if set1  =  =   { '0' , '1' }  or set1  =  =   { '0' }  or set1  =  =   { '1' }  : 
    print ( ""string is binary"" ) 
else : 
    print ( ""string is not binary"" ) "
write a function to remove i-th indexed character in a given string,"def remove _ char ( string ,  i )  : 
    str1  =  string [   :  i ]   
    str2  =  string [ i  +  1 :   ]  
    return str1  +  str2 "
write a function to rotate string left by a given length,"def rotate _ left ( input , d )  :   
    Lfirst  =  input [ 0  :  d ]   
    Lsecond  =  input [ d  :  ]   
    return  ( Lsecond  +  Lfirst )  "
write a function to rotate string right by a given length,"def rotate _ right ( input , d )  :   
    Rfirst  =  input [ 0  :  len ( input )  - d ]   
    Rsecond  =  input [ len ( input )  - d  :   ]   
    return  ( Rsecond  +  Rfirst )  "
write a function to replace all occurances of a substring in a string,"str1  =  ""Hello !  It is a Good thing""
substr1  =  ""Good""
substr2  =  ""bad""
replaced _ str  =  str1 . replace ( substr1 ,  substr2 ) 
print ( ""String after replace  : ""  +  str ( replaced _ str )  ) "
write a function that return space count,"def count _ space ( str1 )  :  
    count  =  0
    for i in range ( 0 ,  len ( str1 )  )  :  
        if str1 [ i ]   =  =  "" "" :  
            count  +  =  1
    return count"
write a program to break up string into individual elements,"str1  =  ""whatisthis""
split _ string  =  list ( '' . join ( str1 )  )  
print ( split _ string )  "
write a function to check if a lower case letter exists in a given string,"def check _ lower ( str1 )  : 
    for char in str1 :  
        k  =  char . islower (  )    
        if k  =  =  True :  
            return True 
    if ( k  !  =  1 )  :  
        return False"
write a function to check if a upper case letter exists in a given string,"def check _ upper ( str1 )  : 
    for char in str1 :  
        k  =  char . isupper (  )    
        if k  =  =  True :  
            return True
    if ( k  !  =  1 )  :  
        return False"
write a program to print number of words in a string,"str1  =  'It is a glorious day'
res  =  len ( str1 . split (  )  )  
print ( ""The number of words in string are  :  ""  +  str ( res )  )  "
write a program to print number of characters in a string,"str1  =  'It is a glorious day'
res  =  len ( str1 )  
print ( ""The number of characters in string are  :  "" ,  str ( res )  )  "
write a funtion that accepts two lists of equal length and converts them into a dictioinary,"def list _ to _ dict ( list1 ,  list2 )  : 
  return dict ( zip ( list1 ,  list2 )  ) "
write a python function that accepts a list of dictionaries and sorts it by a specified key,"def sort _ dict _ list ( dict _ list ,  sort _ key )  : 
  dict _ list . sort ( key = lambda item :  item . get ( sort _ key )  ) "
write a program to print the longest key in a dictioinary,"dict _ 1  =   { ""key1"" :  10 ,  ""keeeey2"" :  2 ,  ""ky3"" :  30 } 
max _ key = ''
for key in dict _ 1 : 
  if len ( key )  > len ( max _ key )  : 
    max _ key = key
print ( max _ key ) "
write a python function that accepts a dictionary that has unique values and returns its inversion,"def invert _ dict ( input _ dict )  : 
  my _ inverted _ dict  =   { value :  key for key ,  value in input _ dict . items (  )  } 
  return my _ inverted _ dict"
write a function to return the mean difference in the length of keys and values of dictionary comprising of strings only.,"def mean _ key _ val _ diff ( input _ dict )  : 
  sum _ diff  =  0
  for key ,  val in input _ dict . items (  )  : 
    sum _ diff  +  =  abs ( len ( val )   -  len ( key )  ) 
  return sum _ diff / len ( input _ dict ) "
write a python function to combine three lists of equal lengths into a nested dictionary and return it,"def lists _ to _ dict ( test _ list1 ,  test _ list2 ,  test _ list3 )  : 
  res  =   [  { a :   { b :  c }  }  for  ( a ,  b ,  c )  in zip ( test _ list1 ,  test _ list2 ,  test _ list3 )  ]  
  return res"
write a function that converts a integer dictionary into a list of tuples.,"def dict _ to _ tuple ( input _ dict )  : 
  out _ tuple  =   [  ( a ,  b )  for a , b in input _ dict . items (  )  ] 
  return out _ tuple"
write a Python program that sorts dictionary keys to a list using their values and prints this list.,"test _ dict  =   { 'Geeks'  :  2 ,  'for'  :  1 ,  'CS'  :  3 }  
res  =  list ( sum ( sorted ( test _ dict . items (  )  ,  key  =  lambda x : x [ 1 ]  )  ,   (  )  )  )  
print ( ""List after conversion from dictionary  :  "" ,  res ) "
write a program to convert date to timestamp and print the result,"import time 
import datetime 
str1  =  ""20 / 01 / 2020""
element  =  datetime . datetime . strptime ( str1 , "" % d /  % m /  % Y"" )  
timestamp  =  datetime . datetime . timestamp ( element )  
print ( timestamp ) "
write a python program to add an element to a list. Print the final list.,"lst  =   [ ""Jon"" ,  ""Kelly"" ,  ""Jessa"" ] 
lst . append ( ""Scott"" ) 
print ( lst ) "
write a python function to append all elements of one list to another,"def extend _ list ( list1 ,  list2 )  : 
    list1  =   [ 1 ,  2 ] 
    list2  =   [ 3 ,  4 ] 
    return list1 . extend ( list2 ) "
Write a  python program to print the last element of a list,"list1  =   [ 'p' , 'r' , 'o' , 'b' , 'e' ] 
print ( list1 [  - 1 ]  ) "
Write a python program to print positive Numbers in a List,"list1  =   [ 11 ,   - 21 ,  0 ,  45 ,  66 ,   - 93 ]  
for num in list1 :  
    if num  >  =  0 :  
       print ( num ,  end  =  "" "" )  "
Write a python function to multiply all values in a list,"def multiplyList ( myList )   : 
    result  =  1
    for x in myList : 
         result  =  result  *  x 
    return result "
Write a python program to print the smallest number in a list,"list1  =   [ 10 ,  20 ,  1 ,  45 ,  99 ]  
print ( ""Smallest element is : "" ,  min ( list1 )  )  "
Write a python program to remove even numbers from a list. Print the final list.,"list1  =   [ 11 ,  5 ,  17 ,  18 ,  23 ,  50 ]   
for ele in list1 :  
    if ele  %  2  =  =  0 :  
        list1 . remove ( ele )  
print ( ""New list after removing all even numbers :  "" ,  list1 )  "
Write a python program to print a list after removing elements from index 1 to 4,"list1  =   [ 11 ,  5 ,  17 ,  18 ,  23 ,  50 ]   
del list1 [ 1 : 5 ]  
print (  * list1 ) "
Write a python program to remove 11 and 18 from a list. Print the final list.,"list1  =   [ 11 ,  5 ,  17 ,  18 ,  23 ,  50 ]   
unwanted _ num  =   { 11 ,  18 }  
list1  =   [ ele for ele in list1 if ele not in unwanted _ num ]  
print ( ""New list after removing unwanted numbers :  "" ,  list1 ) "
Write a python function to get the Cumulative sum of a list,"def Cumulative ( lists )  :  
    cu _ list  =   [  ]  
    length  =  len ( lists )  
    cu _ list  =   [ sum ( lists [ 0 : x : 1 ]  )  for x in range ( 0 ,  length + 1 )  ]  
    return cu _ list [ 1 :  ] "
"Write a python program to print if a string ""hello"" is present in the list"," 
l  =   [ 1 ,  2 . 0 ,  'hello' , 'have' ,  'a' ,  'good' ,  'day' ]  
s  =  'hello'  
if s in l :  
    print ( f' { s }  is present in the list' )  
else :  
    print ( f' { s }  is not present in the list' )  "
Write a python fuction to create an empty list,"def emptylist (  )  : 
   return list (  )   "
Write a python program to print a list with all elements as 5 and of length 10,"list1  =   [ 5 ]   *  10
print ( list1 ) "
Write a python program to reverse a list and print it.,"def Reverse ( lst )  :  
    return  [ ele for ele in reversed ( lst )  ]  
lst  =   [ 10 ,  11 ,  12 ,  13 ,  14 ,  15 ]  
print ( Reverse ( lst )  )  "
Write a python program to print odd numbers in a List,"list1  =   [ 10 ,  21 ,  4 ,  45 ,  66 ,  93 ,  11 ]   
odd _ nos  =  list ( filter ( lambda x :   ( x  %  2  !  =  0 )  ,  list1 )  )  
print ( ""Odd numbers in the list :  "" ,  odd _ nos ) "
Write a python program to print negative Numbers in a List,"list1  =   [ 11 ,   - 21 ,  0 ,  45 ,  66 ,   - 93 ]  
for num in list1 :  
    if num  <  0 :  
       print ( num ,  end  =  "" "" ) "
Write a python program for print all elements with digit 7.,"test _ list  =   [ 56 ,  72 ,  875 ,  9 ,  173 ]   
K  =  7
res  =   [ ele for ele in test _ list if str ( K )  in str ( ele )  ]  
print ( ""Elements with digit K  :  ""  +  str ( res )  ) "
Write a python program to find the sum and average of the list. Print the sum and average,"L  =   [ 4 ,  5 ,  1 ,  2 ,  9 ,  7 ,  10 ,  8 ]  
count  =  0
for i in L :  
    count  +  =  i 
avg  =  count / len ( L )  
print ( ""sum  =  "" ,  count )  
print ( ""average  =  "" ,  avg ) "
Write a python program to Remove Tuples of Length 1 from a list of tuples. Print the final list.,"test _ list  =   [  ( 4 ,  5 )  ,   ( 4 ,   )  ,   ( 8 ,  6 ,  7 )  ,   ( 1 ,   )  ,   ( 3 ,  4 ,  6 ,  7 )  ]  
K  =  1
res  =   [ ele for ele in test _ list if len ( ele )   !  =  K ]  
print ( ""Filtered list  :  ""  +  str ( res )  ) "
Write a python program to print a list of tuples from given list having number and its cube in each tuple,"list1  =   [ 1 ,  2 ,  5 ,  6 ]  
res  =   [  ( val ,  pow ( val ,  3 )  )  for val in list1 ]  
print ( res )  "
Write a python program to print the combination of tuples in list of tuples,"test _ list  =   [  (  [ 1 ,  2 ,  3 ]  ,  'gfg' )  ,   (  [ 5 ,  4 ,  3 ]  ,  'cs' )  ] 
res  =   [   ( tup1 ,  tup2 )  for i ,  tup2 in test _ list for tup1 in i  ]  
print ( ""The list tuple combination  :  ""  +  str ( res )  )  "
Write a python program to swap tuple elements in list of tuples. Print the output.,"test _ list  =   [  ( 3 ,  4 )  ,   ( 6 ,  5 )  ,   ( 7 ,  8 )  ]  
res  =   [  ( sub [ 1 ]  ,  sub [ 0 ]  )  for sub in test _ list ]  
print ( ""The swapped tuple list is  :  ""  +  str ( res )  )  "
write a python program to multiply three numbers,"num1  =  1 . 5
num2  =  6 . 3
num3  =   - 2 . 3
product  =  num1  *  num2  *  num3
print ( f'Product :   { product } ' ) "
"write a python function that when given two numbers, would divide the first number by second number and return the quotient and remainder","def divide _ first _ number _ by _ second ( num1 ,  num2 )  : 
    return  ( num1  /  /  num2 )  ,   ( num1  %  num2 ) "
write a python function to return the largest and smallest numbers in the given list and return None if the list is empty,"def largest _ and _ smallest ( list _ of _ nums )  : 
    if list _ of _ nums : 
        return max ( list _ of _ nums )  ,  min ( list _ of _ nums ) 
    else : 
        return"
write a python function that would read the given input file path and print its contents,"def read _ and _ print _ file ( filepath )  : 
    with open ( filepath ,  ""r"" )  as infile : 
        print (  infile . read (  )   ) "
write a python program that would print the first n positive integers using a for loop,"n  =  62
for num in range ( n )  : 
    print ( num ) "
write a python function that returns the input list sorted in ascending order,"def sort _ ascending ( list _ to _ be _ sorted )  : 
    return sorted ( list _ to _ be _ sorted ) "
write a python function that returns the input list sorted in descending order,"def sort _ descending ( list _ to _ be _ sorted )  : 
    return sorted ( list _ to _ be _ sorted ,  reverse = True ) "
"write a python function that would return the sum of first n natural numbers, where n is the input","def sum _ first _ n ( n )  : 
    return  (  n  *   ( n + 1 )   )   /  /  2"
"write a recursive python function that would return the sum of first n natural numbers, where n is the input","def sum _ first _ n _ recursive ( n )  : 
    if n  =  =  0 : 
        return 0
    return sum _ first _ n _ recursive ( n - 1 )   +  n"
"write a python function that would filter a list of dictionaries where a specified key equals given value, list_of_dictionaries, key and value are inputs to this function.","def filter _ with _ key _ value ( list _ of _ dicts ,  key ,  value )  : 
    return list (  filter (  lambda x :  x . get ( key )   =  =  value ,  list _ of _ dicts  )   ) "
write a python function that returns the square of a given input number,"def square ( x )  : 
    return x *  * 2"
write a python program that asks for user input and prints the given input,"a  =  input ( ""User Input"" ) 
print ( a ) "
write a python function shifts and scales all numbers in the given list by the given mean and standard deviation,"def shift _ and _ scale ( list _ of _ nums ,  mean ,  std )  : 
    return  [   ( x - mean )   /  std for x in list _ of _ nums  ] "
write a python function that takes in a list of sequences and zips each corresponding element from the list into a tuple and returns the list of such tuples,"def zip _  ( list _ of _ seq )  : 
    return list ( zip (  * list _ of _ seq )  ) "
write python program that would merge two dictionaries by adding the second one into the first,"a  =   { ""a"" :  1 ,  ""b"" :  3 } 
b  =   { ""c"" :  1 ,  ""d"" :  3 } 
a . update ( b ) "
write a python function that would reverse the given string,"def reverse _ string ( str _ to _ be _ reversed )  : 
    return str _ to _ be _ reversed [  :  :  - 1 ] "
"write a python program that would print ""Hello World""","print ( ""Hello World"" ) "
write a python program that would swap variable values,"a  =  10
b  =  15
a ,  b  =  b ,  a"
write a python program that iterates over a dictionary and prints its keys and values,"a  =   { ""a"" : 1 ,  ""b"" : 2 ,  ""c"" : 3 ,  ""d"" : 4 } 
for k ,  v in a . items (  )  : 
    print ( k ,  v ) "
write a python function that would print the ASCII value of a given character,"def print _ ascii ( char )  : 
    print ( ord ( char )  ) "
write a python function that takes in two numbers and returns their HCF,"def hcf ( num1 ,  num2 )  : 
    smaller  =  num1 if num1  <  num2 else num2
    for i in range ( 1 ,  smaller + 1 )  : 
        if  ( num1  %  i  =  =  0 )  and  ( num2  %  i  =  =  0 )  : 
            hcf  =  i
    return hcf"
write a python function that takes in two numbers and returns their LCM,"def lcm ( num1 ,  num2 )  : 
    bigger  =  num1 if num1  >  num2 else num2
    while True : 
        if  ( bigger  %  num1  =  =  0 )  and  ( bigger  %  num2  =  =  0 )  : 
            break
        bigger  +  =  1
    return bigger"
"write a recursive python function to calculate sum of natural numbers upto n, where n is an argument","def recursive _ sum ( n )  : 
    if n  <  =  1 : 
        return n
    else : 
        return n  +  recursive _ sum ( n - 1 ) "
write a python function that deletes the last element of a list and returns the list and the deleted element,"def delete _ last _ element ( list _ to _ be _ processed )  : 
    deleted _ element  =  list _ to _ be _ processed . pop (  ) 
    return list _ to _ be _ processed ,  deleted _ element"
write a python function that takes in a list and returns a list containing the squares of the elements of the input list,"def square _ list _ elements ( list _ to _ be _ squared )  : 
    return list (  map ( lambda x :  x *  * 2 ,  list _ to _ be _ squared )   ) "
write a python program that prints out natural numbers less than or equal to the given number using a while loop,"input _ num  =  27
while input _ num : 
    print ( input _ num ) 
    input _ num  -  =  1"
"write a python function that takes two numbers. The function divides the first number by the second and returns the answer. The function returns None, if the second number is 0","def divide ( num1 ,  num2 )  : 
    if num2  =  =  0 : 
        return
    else : 
        return num1  /  num2"
write a python program uses else with for loop,"seq  =  ""abcde""
for k in seq : 
    if k  =  =  ""f"" : 
        break
else : 
    print ( ""f Not Found ! "" ) "
Write a function to return the mean of numbers in a list,"def cal _ mean ( num _ list : list )  -  > float : 
    if num _ list : 
        return sum ( num _ list )  / len ( num _ list ) 
    else : 
        return None"
Write a function to return the area of a equilateral triangle,"def cal _ eq _ triangle _ area ( a : float )  -  > float : 
    if a : 
        return  ( 3 *  *  ( 1 / 2 )  )  *  ( a *  * 2 )  / 4
    else : 
        return None"
Write a function to return the area of a right angle triangle,"def cal _ rt _ triangle _ area ( base : float , height : float )  -  > float : 
    if base and height : 
        return  ( base * height )  / 2
    else : 
        return None"
Write a function to return the cartisian distance of a point from origin,"def cal _ dist _ from _ orign ( x : float , y : float )  -  > float : 
    return  ( x *  * 2 + y *  * 2 )  *  *  ( 1 / 2 ) "
Write a function to return the cartisian distance between two points,"def cal _ cart _ distance ( x1 : float , y1 : float , x2 : float , y2 : float )  -  > float : 
    return  (  ( x1 - x2 )  *  * 2 +  ( y1 - y2 )  *  * 2 )  *  *  ( 1 / 2 ) "
Write a function to return the type roots of a quadratic equation ax**2 + bx + c = 0,"def root _ type ( a : float , b : float , c : float )  : 
    if b *  * 2 - 4 * a * c  >  =  0 : 
        return 'real'
    else : 
        return 'imaginary'"
Write a function to return the sum of the roots of a quadratic equation ax**2 + bx + c = 0,"def sum _ of _ roots ( a : float , c : float )  : 
    if a : 
        return c / a
    else : 
        return None"
Write a function to return the product of the roots of a quadratic equation ax**2 + bx + c = 0,"def prod _ of _ roots ( a : float , b : float )  : 
    if a : 
        return  - b / a
    else : 
        return None"
Write a function to return the profit or loss based on cost price and selling price,"def find _ profit _ or _ loss ( cp , sp )  : 
    if cp  >  sp : 
        return 'loss' ,  cp - sp
    elif cp  <  sp : 
        return 'profit' ,  sp - cp
    else : 
        return 'no profit or loss' ,  0"
Write a function to return the area of a rectangle,"def cal _ area _ rect ( length ,  breadth )  : 
    return length * breadth"
Write a function to return the area of a square,"def cal _ area _ square ( side )  : 
    return side *  * 2"
Write a function to return the area of a rhombus with diagonals q1 and q2,"def cal _ area _ rhombus ( q1 , q2 )  : 
    return  ( q1 * q2 )  / 2"
Write a function to return the area of a trapezium with base a base b and height h between parallel sides,"def cal _ area _ trapezium ( a , b , h )  : 
    return h *  ( a + b )  / 2"
Write a function to return the area of a circle of raidus r,"def cal _ area _ circle ( r )  : 
    pi  =  3 . 14
    return pi * r *  * 2"
Write a function to return the circumference of a circle,"def cal _ circumference ( r )  : 
    pi  =  3 . 14
    return 2 * pi * r"
Write a function to return the perimeter of a rectangle,"def cal _ perimeter _ rect ( length ,  bredth )  : 
    return 2 *  ( length + bredth ) "
Write a function to return the perimeter of a triangle,"def cal _ perimeter _ triangle ( s1 , s2 , s3 )  : 
    return s1 + s2 + s3"
Write a function to return the perimeter of a square,"def cal _ perimeter _ square ( side )  : 
    return 4 * side"
Write a function to return the perimeter of an equilateral triangle,"def cal _ perimeter _ eq _ triangle ( a )  : 
    return 3 * a"
Write a function to return the perimeter of a isoscales triangle,"def cal _ perimeter _ iso _ triangle ( s1 , s2 )  : 
    return 2 * s1 + s2"
Write a function to return the area of an ellipse,"def cal _ area _ ellipse ( minor ,  major )  : 
    pi  =  3 . 14
    return pi *  ( minor * major ) "
Write a function to return the lateral surface area of a cylinder,"def cal _ cylinder _ lat _ surf _ area ( height , radius )  : 
    pi = 3 . 14
    return 2 * pi * radius * height"
Write a function to return the curved surface area of a cone,"def cal _ cone _ curved _ surf _ area ( slant _ height , radius )  : 
    pi = 3 . 14
    return pi * radius * slant _ height"
Write a function to return the total surface area of a cube of side a,"def cal _ surface _ area _ cube ( a )  : 
    return 6 *  ( a *  * 2 ) "
"Write a function to return the total surface area of a cuboid of length l, bredth b and height h","def cal _ surface _ area _ cuboid ( l , b , h )  : 
    return 2 *  ( l * b + b * h + h * l ) "
Write a function to return the surface area of a sphere,"def cal _ area _ sphere ( radius )  : 
    pi  =  3 . 14
    return 4 * pi *  ( radius *  * 2 ) "
Write a function to return the surface area of a hemi-sphere,"def cal _ area _ hemisphere ( radius )  : 
    pi  =  3 . 14
    return 2 * pi *  ( radius *  * 2 ) "
Write a function to return the total surface area of a cylinder,"def cal _ cylinder _ surf _ area ( height , radius )  : 
    pi = 3 . 14
    return 2 * pi * radius *  * 2 *  + 2 * pi * radius * height"
Write a function to return the lateral surface area of a cone,"def cal _ cone _ lateral _ surf _ area ( height , radius )  : 
    pi = 3 . 14
    return pi * radius *  (  (  ( height *  * 2 )  +  ( radius *  * 2 )  )  *  *  ( 1 / 2 )  ) "
Write a function to return the volume of a cylinder,"def cal _ cylinder _ volume ( height ,  radius )  : 
    pi = 3 . 14
    return pi *  ( radius *  * 2 )  * height"
Write a function to return the volume of a cone,"def cal _ cone _ volume ( height , radius )  : 
    pi = 3 . 14
    return pi *  ( radius *  * 2 )  * height / 3"
Write a function to return the volume of a hemi sphere,"def cal _ hemisphere _ volume ( radius : float )  -  > float : 
    pi = 3 . 14
    return  ( 2 / 3 )  * pi *  ( radius *  * 3 ) "
Write a function to return the volume of a sphere,"def cal _ sphere _ volume ( radius : float )  -  > float : 
    pi = 3 . 14
    return  ( 4 / 3 )  * pi *  ( radius *  * 3 ) "
Write a function to return the volume of a cuboid,"def cal _ cuboid _ volume ( length : float ,  breadth : float ,  height : float )  -  > float : 
    return length * breadth * height"
Write a function to return the volume of a cube,"def cal _ cube _ volume ( side : float )  -  > float : 
    return side *  * 3"
Write a function to return the speed of moving object based of distance travelled in given time,"def cal _ speed ( distance : float , time : float )  -  > float : 
    return distance / time"
Write a function to return the distance covered by a moving object based on speend and given time,"def cal _ distance ( time : float , speed : float )  -  > float : 
    return time * speed"
Write a function to return the time taken by a given of moving object based of distance travelled in given time,"def cal _ time ( distance : float , speed : float )  -  > float : 
    return distance / speed"
Write a function to return the torque when a force f is applied at angle thea and distance for axis of rotation to place force applied is r,"def cal _ torque ( force : float , theta : float , r : float )  -  > float : 
    import math
    return force * r * math . sin ( theta ) "
Write a function to return the angualr veolcity based on augualr distance travelled in radian unit and time taken,"def cal _ angular _ velocity ( angular _ dist : float , time : float )  -  > float : 
    return angular _ dist / time"
Write a function to calculate the focal length of a lense buy the distance of object and distance of image from lense,"def cal _ focal _ length _ of _ lense ( u : float , v : float )  -  > float : 
    return  ( u * v )  /  ( u + v ) "
Write a function to calculate the gravitational force between two objects of mass m1 and m2 and distance of r between them,"def cal _ gforce ( mass1 : float , mass2 : float ,  distance : float )  -  > float : 
    g  =  6 . 674 *  ( 10 )  *  *  (  - 11 ) 
    return  ( g * mass1 * mass2 )  /  ( distance *  * 2 ) "
Write a function to calculate the current in the curcit where the resistance is R and voltage is V,"def cal _ current ( resistance : float ,  voltage : float )  -  > float : 
    return voltage / resistance"
